# Original filename: 0037_JAR_2017-08-24.log
# Time unit: 100 us
# RARECAT=digit
#
# Time	HHGG	Event
2702212	42	STIM=u
2709197	42	RESP=1
2719781	42	STIM=q
2723687	42	RESP=1
2735375	42	STIM=n
2739374	42	RESP=1
2752089	42	STIM=u
2759524	42	RESP=1
2768517	42	STIM=8
2776725	42	RESP=2
2785528	42	STIM=b
2791332	42	RESP=1
2802922	42	STIM=d
2808278	42	RESP=2
2818887	42	STIM=t
2823334	42	RESP=1
2835957	42	STIM=y
2841235	42	RESP=2
2851206	42	STIM=z
2856872	42	RESP=1
2869569	42	STIM=8
2877792	42	RESP=2
2885365	42	STIM=v
2894857	42	RESP=1
2903712	42	STIM=k
2914442	42	RESP=1
2920632	42	STIM=r
2930042	42	RESP=1
2939202	42	STIM=f
2943607	42	RESP=1
2955159	42	STIM=o
2960046	42	RESP=1
2971660	42	STIM=e
2978754	42	RESP=1
2987045	42	STIM=f
2994392	42	RESP=1
3002617	42	STIM=q
3009582	42	RESP=1
3018602	42	STIM=o
3024546	42	RESP=1
3034739	42	STIM=g
3040674	42	RESP=1
3050649	42	STIM=j
3055211	42	RESP=2
3065802	42	STIM=k
3071382	42	RESP=1
3082411	42	STIM=m
3088222	42	RESP=1
3099578	42	STIM=5
3108821	42	RESP=2
3117660	42	STIM=e
3124413	42	RESP=1
3134355	42	STIM=h
3140811	42	RESP=1
3150450	42	STIM=4
3156062	42	RESP=2
3166509	42	STIM=6
3173912	42	RESP=1
3184021	42	STIM=m
3189336	42	RESP=1
3201037	42	STIM=d
3206958	42	RESP=1
3219032	42	STIM=t
3225762	42	RESP=1
3236324	42	STIM=i
3239434	42	RESP=1
3251911	42	STIM=5
3258440	42	RESP=2
3268911	42	STIM=f
3276329	42	RESP=1
3285257	42	STIM=a
3292891	42	RESP=1
3302042	42	STIM=m
3306683	42	RESP=1
3319799	42	STIM=u
3327347	42	RESP=1
3338556	42	STIM=c
3343241	42	RESP=1
3355552	42	STIM=s
3361442	42	RESP=1
3373011	42	STIM=b
3379223	42	RESP=1
3388653	42	STIM=0
3394419	42	RESP=2
3403711	42	STIM=e
3414196	42	RESP=1
3421642	42	STIM=0
3425950	42	RESP=2
3438683	42	STIM=e
3445907	42	RESP=1
3453880	42	STIM=9
3462990	42	RESP=2
3470593	42	STIM=3
3475562	42	RESP=2
3489549	42	STIM=h
3497229	42	RESP=1
3507465	42	STIM=u
3511910	42	RESP=1
3523301	42	STIM=z
3526717	42	RESP=1
3539851	42	STIM=t
3547317	42	RESP=1
3555260	42	STIM=f
3559719	42	RESP=1
3572176	42	STIM=x
3580196	42	RESP=1
3590797	42	STIM=v
3594731	42	RESP=1
3607711	42	STIM=l
3610139	42	RESP=1
3625052	42	STIM=t
3629002	42	RESP=1
3641205	42	STIM=m
3646780	42	RESP=1
3657698	42	STIM=s
3663523	42	RESP=1
3674924	42	STIM=q
3682384	42	RESP=1
3691083	42	STIM=w
3694418	42	RESP=1
3709778	42	STIM=a
3716491	42	RESP=1
3725654	42	STIM=w
3733747	42	RESP=1
3741260	42	STIM=w
3747004	42	RESP=1
3759025	42	STIM=a
3763438	42	RESP=1
3777888	42	STIM=e
3785344	42	RESP=1
3793798	42	STIM=o
3802196	42	RESP=1
3809381	42	STIM=9
3814117	42	RESP=2
3824493	42	STIM=z
3830257	42	RESP=1
3840631	42	STIM=c
3844531	42	RESP=1
3858640	42	STIM=7
3867124	42	RESP=2
3873751	42	STIM=i
3878528	42	RESP=1
3891719	42	STIM=8
3897132	42	RESP=1
3909132	42	STIM=v
3912479	42	RESP=1
3926564	42	STIM=o
3933544	42	RESP=1
3942356	42	STIM=y
3949938	42	RESP=1
3958754	42	STIM=x
3963616	42	RESP=1
3975048	42	STIM=e
3989310	42	RESP=1
3993246	42	STIM=5
4001498	42	RESP=2
4009230	42	STIM=1
4014076	42	RESP=1
4024861	42	STIM=8
4030077	42	RESP=2
4040303	42	STIM=o
4046933	42	RESP=1
4058810	42	STIM=w
4063150	42	RESP=1
4074124	42	STIM=d
4079158	42	RESP=1
4090408	42	STIM=k
4096861	42	RESP=1
4109075	42	STIM=g
4115179	42	RESP=1
4126260	42	STIM=n
4130618	42	RESP=1
4142891	42	STIM=e
4149925	42	RESP=1
4160972	42	STIM=u
4165563	42	RESP=1
4177810	42	STIM=k
4183730	42	RESP=1
4195050	42	STIM=h
4201267	42	RESP=1
4211779	42	STIM=j
4217132	42	RESP=1
4229418	42	STIM=o
4233009	42	RESP=1
4248119	42	STIM=g
4253431	42	RESP=1
4264014	42	STIM=5
4269263	42	RESP=1
4279243	42	STIM=5
4287810	42	RESP=2
4296997	42	STIM=6
4304136	42	RESP=2
4315221	42	STIM=5
4321704	42	RESP=2
4331112	42	STIM=m
4335811	42	RESP=1
4348029	42	STIM=k
4353465	42	RESP=1
4363600	42	STIM=a
4368680	42	RESP=1
4378933	42	STIM=e
4384472	42	RESP=1
4395060	42	STIM=1
4400134	42	RESP=2
4412940	42	STIM=e
4421698	42	RESP=1
4428335	42	STIM=m
4431437	42	RESP=1
4446668	42	STIM=i
4450337	42	RESP=1
4464775	42	STIM=4
4471342	42	RESP=2
4480496	42	STIM=m
4485070	42	RESP=1
4495502	42	STIM=t
4498513	42	RESP=1
4514134	42	STIM=b
4519672	42	RESP=1
4531846	42	STIM=j
4538965	42	RESP=1
4548770	42	STIM=d
4556591	42	RESP=1
4565392	42	STIM=m
4574885	42	RESP=1
4580544	42	STIM=b
4586614	42	RESP=1
4598734	42	STIM=u
4601493	42	RESP=1
4617113	42	STIM=f
4621794	42	RESP=1
4633161	42	STIM=x
4637888	42	RESP=1
4650133	42	STIM=b
4657120	42	RESP=1
4665395	42	STIM=b
4672366	42	RESP=1
4683612	42	STIM=z
4688724	42	RESP=1
4701227	42	STIM=1
4706691	42	RESP=1
4719547	42	STIM=8
4724206	42	RESP=2
4735645	42	STIM=6
4741728	42	RESP=2
4753273	42	STIM=j
4759267	42	RESP=1
4770068	42	STIM=5
4777742	42	RESP=1
4786877	42	STIM=x
4791349	42	RESP=1
4803181	42	STIM=k
4806271	42	RESP=1
4819910	42	STIM=g
4826505	42	RESP=1
4838049	42	STIM=3
4843428	42	RESP=2
4855942	42	STIM=c
4863582	42	RESP=1
4873912	42	STIM=6
4879028	42	RESP=2
4889878	42	STIM=9
4899798	42	RESP=2
4906250	42	STIM=2
4911841	42	RESP=2
4924173	42	STIM=d
4928943	42	RESP=1
4942007	42	STIM=8
4946977	42	RESP=2
4957985	42	STIM=9
4964614	42	RESP=2
4974872	42	STIM=e
4980292	42	RESP=1
4993744	42	STIM=b
5000373	42	RESP=1
5009587	42	STIM=2
5015879	42	RESP=2
5024995	42	STIM=w
5029943	42	RESP=1
5041827	42	STIM=s
5047471	42	RESP=1
5060373	42	STIM=8
5065809	42	RESP=2
5077623	42	STIM=v
5081569	42	RESP=1
5094356	42	STIM=q
5101282	42	RESP=1
5113150	42	STIM=u
5125834	42	RESP=1
5129520	42	STIM=8
5136881	42	RESP=1
5147804	42	STIM=m
5154454	42	RESP=1
5164450	42	STIM=z
5177129	42	RESP=1
5182021	42	STIM=0
5191073	42	RESP=2
5200757	42	STIM=w
5208925	42	RESP=1
5218676	42	STIM=o
5225058	42	RESP=1
5237460	42	STIM=l
5243035	42	RESP=1
5252674	42	STIM=h
5257337	42	RESP=1
5267759	42	STIM=t
5273755	42	RESP=1
5285680	42	STIM=u
5290476	42	RESP=1
5302083	42	STIM=u
5309900	42	RESP=1
5317221	42	STIM=y
5321821	42	RESP=1
5333181	42	STIM=c
5336209	42	RESP=1
5351825	42	STIM=m
5354781	42	RESP=1
5369712	42	STIM=6
5377660	42	RESP=2
5386547	42	STIM=j
5390750	42	RESP=1
5401659	42	STIM=n
5404494	42	RESP=1
5417553	42	STIM=r
5428199	42	RESP=1
5435118	42	STIM=v
5442558	42	RESP=1
5453618	42	STIM=1
5464806	42	RESP=2
5472048	42	STIM=m
5479688	42	RESP=1
5490977	42	STIM=y
5498939	42	RESP=2
5509231	42	STIM=0
5515075	42	RESP=2
5527099	42	STIM=g
5538882	42	RESP=1
5544137	42	STIM=b
5549416	42	RESP=1
5562387	42	STIM=x
5565501	42	RESP=1
5579230	42	STIM=b
5584656	42	RESP=1
5596188	42	STIM=b
5602219	42	RESP=1
5614112	42	STIM=a
5617544	42	RESP=2
5629227	42	STIM=q
5633384	42	RESP=1
5646148	42	STIM=d
5650960	42	RESP=1
5664121	42	STIM=x
5670911	42	RESP=1
5682882	42	STIM=f
5691317	42	RESP=1
5699014	42	STIM=p
5709527	42	RESP=1
5716200	42	STIM=y
5720910	42	RESP=1
5734018	42	STIM=q
5740310	42	RESP=1
5752252	42	STIM=f
5755023	42	RESP=1
5768990	42	STIM=b
5775210	42	RESP=1
5785025	42	STIM=i
5791504	42	RESP=1
5802222	42	STIM=v
5805310	42	RESP=1
5819916	42	STIM=7
5828010	42	RESP=1
5835778	42	STIM=s
5840164	42	RESP=1
5852450	42	STIM=8
5858029	42	RESP=1
5869201	42	STIM=m
5877085	42	RESP=1
5884384	42	STIM=h
5890735	42	RESP=1
5902041	42	STIM=d
5905325	42	RESP=1
5920040	42	STIM=a
5924674	42	RESP=1
5936081	42	STIM=o
5940226	42	RESP=1
5954207	42	STIM=g
5958392	42	RESP=1
5969815	42	STIM=g
5978897	42	RESP=1
5985991	42	STIM=t
5991790	42	RESP=1
6002387	42	STIM=6
6007541	42	RESP=2
6021126	42	STIM=p
6026788	42	RESP=1
6036295	42	STIM=y
6040259	42	RESP=1
6051479	42	STIM=5
6057093	42	RESP=2
6067447	42	STIM=w
6077489	42	RESP=1
6084512	42	STIM=b
6088314	42	RESP=1
6100381	42	STIM=5
6107717	42	RESP=2
6116240	42	STIM=3
6125888	42	RESP=2
6131885	42	STIM=y
6138215	42	RESP=1
6150322	42	STIM=y
6156496	42	RESP=1
6165401	42	STIM=s
6172129	42	RESP=1
6180654	42	STIM=u
6185807	42	RESP=1
6198441	42	STIM=1
6210834	42	RESP=2
6216260	42	STIM=q
6224044	42	RESP=1
6232788	42	STIM=z
6239918	42	RESP=1
6248846	42	STIM=8
6256100	42	RESP=1
6266877	42	STIM=d
6272900	42	RESP=1
6283612	42	STIM=t
6289154	42	RESP=1
6299432	42	STIM=i
6307711	42	RESP=1
6316750	42	STIM=0
6323928	42	RESP=2
6331955	42	STIM=i
6339235	42	RESP=1
6349922	42	STIM=n
6352998	42	RESP=1
6367067	42	STIM=h
6372760	42	RESP=1
6385080	42	STIM=q
6390666	42	RESP=1
6401915	42	STIM=f
6406737	42	RESP=1
6418480	42	STIM=f
6424536	42	RESP=1
6433536	42	STIM=q
6438367	42	RESP=1
6450333	42	STIM=q
6455907	42	RESP=1
6468429	42	STIM=g
6476016	42	RESP=1
6485055	42	STIM=h
6492642	42	RESP=1
6503253	42	STIM=l
6510788	42	RESP=1
6519825	42	STIM=4
6529146	42	RESP=2
6538030	42	STIM=p
6541556	42	RESP=1
6553540	42	STIM=f
6557080	42	RESP=1
6570612	42	STIM=i
6576725	42	RESP=1
6588964	42	STIM=r
6598091	42	RESP=1
6606958	42	STIM=a
6611258	42	RESP=1
6624561	42	STIM=b
6635794	42	RESP=1
6641516	42	STIM=v
6654282	42	RESP=1
6659107	42	STIM=q
6667205	42	RESP=1
6676864	42	STIM=s
6681028	42	RESP=1
6693548	42	STIM=5
6700495	42	RESP=2
6709840	42	STIM=x
6718231	42	RESP=1
6727750	42	STIM=j
6735168	42	RESP=2
6744644	42	STIM=p
6747921	42	RESP=1
6761415	42	STIM=m
6766838	42	RESP=1
6779060	42	STIM=s
6784835	42	RESP=1
6796847	42	STIM=c
6802452	42	RESP=1
6815423	42	STIM=u
6821983	42	RESP=1
6832152	42	STIM=g
6836683	42	RESP=1
6848230	42	STIM=p
6854758	42	RESP=1
6865067	42	STIM=p
6873729	42	RESP=1
6881431	42	STIM=g
6888876	42	RESP=1
6897848	42	STIM=l
6904586	42	RESP=1
6915120	42	STIM=u
6920785	42	RESP=1
6932164	42	STIM=f
6939036	42	RESP=1
6949077	42	STIM=g
6952199	42	RESP=1
6965990	42	STIM=n
6972212	42	RESP=1
6982344	42	STIM=4
6994245	42	RESP=2
6999435	42	STIM=p
7004786	42	RESP=1
7016844	42	STIM=c
7025012	42	RESP=1
7035320	42	STIM=v
7040141	42	RESP=1
7052544	42	STIM=u
7055917	42	RESP=1
7070525	42	STIM=w
7076071	42	RESP=1
7087670	42	STIM=u
7090524	42	RESP=1
7106610	42	STIM=h
7114578	42	RESP=1
7121811	42	STIM=2
7128542	42	RESP=2
7138714	42	STIM=a
7142863	42	RESP=2
7157442	42	STIM=y
7159973	42	RESP=1
7172800	42	STIM=m
7178675	42	RESP=1
7189744	42	STIM=r
7194450	42	RESP=1
7204921	42	STIM=f
7208641	42	RESP=1
7221333	42	STIM=1
7226420	42	RESP=1
7239692	42	STIM=w
7245601	42	RESP=2
7257253	42	STIM=q
7262908	42	RESP=2
7274576	42	STIM=8
7284330	42	RESP=2
7292346	42	STIM=s
7302802	42	RESP=1
7308520	42	STIM=q
7312750	42	RESP=1
7324241	42	STIM=a
7328239	42	RESP=1
7341868	42	STIM=k
7347088	42	RESP=1
7358255	42	STIM=g
7361805	42	RESP=1
7375356	42	STIM=u
7379699	42	RESP=1
7391921	42	STIM=r
7400686	42	RESP=1
7410279	42	STIM=o
7423646	42	RESP=1
7427530	42	STIM=5
7436637	42	RESP=2
7446394	42	STIM=s
7451523	42	RESP=1
7462923	42	STIM=e
7467615	42	RESP=1
7479538	42	STIM=k
7485039	42	RESP=1
7498158	42	STIM=7
7504270	42	RESP=2
7514460	42	STIM=u
7525459	42	RESP=1
7532388	42	STIM=4
7539554	42	RESP=2
7551074	42	STIM=x
7555614	42	RESP=2
7568189	42	STIM=z
7573852	42	RESP=1
7585960	42	STIM=z
7588855	42	RESP=1
7601686	42	STIM=8
7607784	42	RESP=2
7618431	42	STIM=p
7624003	42	RESP=1
7635086	42	STIM=6
7641293	42	RESP=1
7652048	42	STIM=p
7657002	42	RESP=1
7670956	42	STIM=v
7676497	42	RESP=1
7686819	42	STIM=h
7690445	42	RESP=1
7701876	42	STIM=e
7706240	42	RESP=1
7719611	42	STIM=j
7724210	42	RESP=1
7736133	42	STIM=x
7744556	42	RESP=1
7751556	42	STIM=j
7756440	42	RESP=1
7769025	42	STIM=t
7773637	42	RESP=1
7785358	42	STIM=k
7792991	42	RESP=1
7803330	42	STIM=b
7809719	42	RESP=2
7818503	42	STIM=d
7826449	42	RESP=1
7837091	42	STIM=0
7843274	42	RESP=2
7854862	42	STIM=9
7862649	42	RESP=2
7873161	42	STIM=b
7878366	42	RESP=1
7888877	42	STIM=w
7897689	42	RESP=1
7904638	42	STIM=i
7911552	42	RESP=1
7923070	42	STIM=r
7928834	42	RESP=1
7941782	42	STIM=u
7946771	42	RESP=1
7959140	42	STIM=t
7966311	42	RESP=1
7974966	42	STIM=s
7981228	42	RESP=1
7993927	42	STIM=g
7999038	42	RESP=1
8011263	42	STIM=m
8019885	42	RESP=1
8030174	42	STIM=u
8036586	42	RESP=1
8047876	42	STIM=b
8051642	42	RESP=1
8063841	42	STIM=2
8071728	42	RESP=2
8080403	42	STIM=n
8087029	42	RESP=1
8097245	42	STIM=v
8101627	42	RESP=1
8116021	42	STIM=w
8123790	42	RESP=1
8132380	42	STIM=x
8141109	42	RESP=1
8149961	42	STIM=7
8156301	42	RESP=2
8168947	42	STIM=q
8174693	42	RESP=1
8184448	42	STIM=s
8188855	42	RESP=1
8201608	42	STIM=k
8206017	42	RESP=1
8217837	42	STIM=t
8221758	42	RESP=1
8234955	42	STIM=q
8239192	42	RESP=1
8250324	42	STIM=m
8256103	42	RESP=1
8266744	42	STIM=c
8273712	42	RESP=1
8282568	42	STIM=t
8287748	42	RESP=1
8299740	42	STIM=a
8306312	42	RESP=1
8315831	42	STIM=q
8319254	42	RESP=1
8334803	42	STIM=w
8338166	42	RESP=1
8351183	42	STIM=z
8354036	42	RESP=1
8367286	42	STIM=d
8371543	42	RESP=1
8382919	42	STIM=u
8386940	42	RESP=1
8398674	42	STIM=o
8403980	42	RESP=1
8415080	42	STIM=2
8422577	42	RESP=2
8431685	42	STIM=u
8440446	42	RESP=1
8446798	42	STIM=i
8450209	42	RESP=1
8464973	42	STIM=z
8469342	42	RESP=1
8480211	42	STIM=j
8483779	42	RESP=1
8496211	42	STIM=k
8499068	42	RESP=1
8512417	42	STIM=g
8519053	42	RESP=1
8530845	42	STIM=o
8533685	42	RESP=1
8548701	42	STIM=f
8555554	42	RESP=1
8566819	42	STIM=o
8571013	42	RESP=1
8584683	42	STIM=o
8596733	42	RESP=1
8599885	42	STIM=s
8604011	42	RESP=1
8617316	42	STIM=8
8622914	42	RESP=2
8635655	42	STIM=o
8640283	42	RESP=1
8652182	42	STIM=j
8655474	42	RESP=1
8670175	42	STIM=1
8675236	42	RESP=2
8687074	42	STIM=t
8697780	42	RESP=1
8703090	42	STIM=w
8707379	42	RESP=1
8719714	42	STIM=l
8724000	42	RESP=1
8736591	42	STIM=d
8743887	42	RESP=1
8753388	42	STIM=p
8758702	42	RESP=1
8771664	42	STIM=j
8776413	42	RESP=1
8789912	42	STIM=0
8796301	42	RESP=1
8807703	42	STIM=e
8815221	42	RESP=1
8824542	42	STIM=o
8828149	42	RESP=1
8841644	42	STIM=r
8846039	42	RESP=1
8858231	42	STIM=b
8866071	42	RESP=1
8876445	42	STIM=v
8881074	42	RESP=2
8892191	42	STIM=x
8899211	42	RESP=1
8908229	42	STIM=k
8911657	42	RESP=1
8923641	42	STIM=r
8929221	42	RESP=1
8940275	42	STIM=f
8944896	42	RESP=1
8955283	42	STIM=c
8964358	42	RESP=1
8972551	42	STIM=j
8978197	42	RESP=1
8991312	42	STIM=p
8998152	42	RESP=1
9008730	42	STIM=5
9017376	42	RESP=2
9024448	42	STIM=3
9029637	42	RESP=2
9040458	42	STIM=2
9047841	42	RESP=2
9057381	42	STIM=e
9061527	42	RESP=2
9073850	42	STIM=k
9080352	42	RESP=1
9091935	42	STIM=m
9096214	42	RESP=1
9107580	42	STIM=o
9113783	42	RESP=1
9124387	42	STIM=j
9129363	42	RESP=1
9139693	42	STIM=t
9146351	42	RESP=1
9157763	42	STIM=o
9161467	42	RESP=1
9173619	42	STIM=f
9187280	42	RESP=1
9189677	42	STIM=r
9195099	42	RESP=1
9206385	42	STIM=e
9211275	42	RESP=1
9225054	42	STIM=b
9231520	42	RESP=1
9243618	42	STIM=w
9248783	42	RESP=1
9262532	42	STIM=j
9270949	42	RESP=1
9281468	42	STIM=8
9285425	42	RESP=1
9296624	42	STIM=d
9306180	42	RESP=1
9313691	42	STIM=s
9319851	42	RESP=1
9329255	42	STIM=h
9332089	42	RESP=1
9347966	42	STIM=y
9352001	42	RESP=1
9366554	42	STIM=9
9377359	42	RESP=2
9384975	42	STIM=l
9388489	42	RESP=1
9403708	42	STIM=w
9411246	42	RESP=1
9419493	42	STIM=b
9425398	42	RESP=1
9438220	42	STIM=q
9447558	42	RESP=1
9453503	42	STIM=e
9458759	42	RESP=1
9468564	42	STIM=k
9472968	42	RESP=1
9483570	42	STIM=i
9494012	42	RESP=1
9498960	42	STIM=6
9502982	42	RESP=2
9516768	42	STIM=s
9521994	42	RESP=1
9535581	42	STIM=h
9541056	42	RESP=1
9551491	42	STIM=b
9557549	42	RESP=1
9569369	42	STIM=8
9579976	42	RESP=2
9584604	42	STIM=p
9591990	42	RESP=1
9601890	42	STIM=u
9606168	42	RESP=1
9620827	42	STIM=g
9630804	42	RESP=2
9639226	42	STIM=o
9646971	42	RESP=1
9658151	42	STIM=8
9663651	42	RESP=2
9676616	42	STIM=i
9679428	42	RESP=1
9694931	42	STIM=o
9700628	42	RESP=1
9711393	42	STIM=s
9717174	42	RESP=1
9729074	42	STIM=2
9733410	42	RESP=2
9744577	42	STIM=9
9754763	42	RESP=2
9760323	42	STIM=2
9769085	42	RESP=2
9776948	42	STIM=y
9780605	42	RESP=1
9792388	42	STIM=z
9796939	42	RESP=1
9807622	42	STIM=z
9811441	42	RESP=1
9825476	42	STIM=w
9833910	42	RESP=2
9844190	42	STIM=s
9853287	42	RESP=1
9860769	42	STIM=a
9866559	42	RESP=1
9877189	42	STIM=z
9882893	42	RESP=1
9892502	42	STIM=9
9897910	42	RESP=2
9910897	42	STIM=8
9917405	42	RESP=2
