# Original filename: 0050_VMR_2016-09-19.log
# Time unit: 100 us
# RARECAT=digit
#
# Time	HHGG	Event
9085596	42	RESP=1
9097304	42	STIM=f
9101252	42	RESP=1
9116165	42	STIM=c
9119959	42	RESP=1
9133017	42	STIM=5
9136506	42	RESP=2
9151830	42	STIM=7
9158435	42	RESP=2
9170313	42	STIM=x
9174913	42	RESP=1
9186707	42	STIM=v
9190734	42	RESP=1
9205348	42	STIM=9
9208852	42	RESP=2
9223505	42	STIM=n
9229665	42	RESP=1
9241336	42	STIM=w
9245074	42	RESP=1
9256965	42	STIM=p
9260122	42	RESP=1
9275897	42	STIM=o
9282684	42	RESP=1
9294471	42	STIM=q
9301103	42	RESP=1
9310374	42	STIM=0
9315762	42	RESP=2
9328570	42	STIM=p
9333682	42	RESP=1
9344334	42	STIM=i
9348771	42	RESP=1
9363103	42	STIM=a
9366924	42	RESP=1
9378840	42	STIM=k
9388716	42	RESP=1
9395642	42	STIM=y
9398907	42	RESP=1
9410812	42	STIM=k
9420988	42	RESP=1
9426079	42	STIM=a
9429802	42	RESP=1
9442394	42	STIM=s
9447574	42	RESP=1
9457657	42	STIM=t
9460207	42	RESP=1
9473661	42	STIM=f
9478096	42	RESP=1
9490739	42	STIM=s
9493154	42	RESP=1
9509653	42	STIM=a
9517133	42	RESP=1
9525562	42	STIM=3
9532559	42	RESP=2
9542787	42	STIM=a
9548672	42	RESP=1
9559492	42	STIM=l
9563154	42	RESP=1
9574757	42	STIM=8
9580505	42	RESP=2
9590882	42	STIM=y
9596926	42	RESP=1
9608759	42	STIM=r
9612928	42	RESP=1
9625624	42	STIM=5
9634017	42	RESP=1
9640807	42	STIM=6
9647148	42	RESP=2
9657337	42	STIM=c
9662421	42	RESP=1
9675885	42	STIM=2
9679766	42	RESP=2
9693665	42	STIM=3
9698772	42	RESP=1
9709734	42	STIM=8
9715831	42	RESP=2
9725088	42	STIM=e
9730915	42	RESP=1
9744042	42	STIM=v
9748299	42	RESP=1
9763033	42	STIM=p
9767972	42	RESP=1
9781073	42	STIM=y
9784912	42	RESP=1
9799485	42	STIM=f
9802805	42	RESP=1
9815720	42	STIM=w
9818874	42	RESP=1
9833196	42	STIM=7
9837871	42	RESP=2
9850863	42	STIM=m
9853939	42	RESP=1
9867050	42	STIM=0
9870493	42	RESP=1
9885832	42	STIM=8
9893857	42	RESP=2
9902566	42	STIM=n
9909094	42	RESP=1
9919234	42	STIM=y
9926652	42	RESP=2
9936725	42	STIM=c
9940579	42	RESP=1
9954375	42	STIM=a
9958355	42	RESP=1
