# Original filename: 0055_NSP_2016-11-03.log
# Time unit: 100 us
# RARECAT=digit
#
# Time	HHGG	Event
825902	42	RESP=1
840203	42	STIM=g
845392	42	RESP=1
855677	42	STIM=c
862567	42	RESP=1
870957	42	STIM=x
878709	42	RESP=1
886359	42	STIM=m
890284	42	RESP=1
905214	42	STIM=8
915103	42	RESP=1
922787	42	STIM=v
926160	42	RESP=1
941325	42	STIM=y
946146	42	RESP=1
958566	42	STIM=o
965338	42	RESP=1
976312	42	STIM=d
982199	42	RESP=1
992537	42	STIM=d
996193	42	RESP=1
1008898	42	STIM=l
1012733	42	RESP=1
1026724	42	STIM=a
1030800	42	RESP=1
1045110	42	STIM=b
1049025	42	RESP=1
1062940	42	STIM=5
1067755	42	RESP=2
1079912	42	STIM=g
1083911	42	RESP=1
1098420	42	STIM=7
1104554	42	RESP=2
1116004	42	STIM=p
1119355	42	RESP=1
1132087	42	STIM=8
1137083	42	RESP=2
1150375	42	STIM=a
1157819	42	RESP=2
1167530	42	STIM=0
1172711	42	RESP=2
1184424	42	STIM=n
1190205	42	RESP=1
1199943	42	STIM=4
1209736	42	RESP=2
1218186	42	STIM=w
1223688	42	RESP=1
1234582	42	STIM=x
1238278	42	RESP=1
1251706	42	STIM=b
1256051	42	RESP=1
1270699	42	STIM=8
1278690	42	RESP=2
1286614	42	STIM=i
1290448	42	RESP=2
1303672	42	STIM=w
1306744	42	RESP=2
1321405	42	STIM=x
1327484	42	RESP=1
1339015	42	STIM=4
1342879	42	RESP=2
1355263	42	STIM=d
1360799	42	RESP=1
1374012	42	STIM=s
1379641	42	RESP=1
1391298	42	STIM=y
1394839	42	RESP=1
1408190	42	STIM=0
1414875	42	RESP=2
1426891	42	STIM=1
1431343	42	RESP=1
1442239	42	STIM=q
1448468	42	RESP=1
1458934	42	STIM=q
1463346	42	RESP=1
1475664	42	STIM=4
1483057	42	RESP=2
1491052	42	STIM=h
1496045	42	RESP=1
1507094	42	STIM=y
1511567	42	RESP=1
1522710	42	STIM=z
1528375	42	RESP=1
1540359	42	STIM=4
1547161	42	RESP=2
1557072	42	STIM=3
1562073	42	RESP=2
1575218	42	STIM=k
1582946	42	RESP=1
1593722	42	STIM=o
1598006	42	RESP=1
1609002	42	STIM=f
1612722	42	RESP=1
1624759	42	STIM=z
1629345	42	RESP=1
1643590	42	STIM=1
1651011	42	RESP=1
1661477	42	STIM=j
1666313	42	RESP=1
1678346	42	STIM=j
1681805	42	RESP=1
1696189	42	STIM=c
1700978	42	RESP=1
1711811	42	STIM=h
1714778	42	RESP=2
1728906	42	STIM=e
1732219	42	RESP=1
1744948	42	STIM=d
1749337	42	RESP=1
1762129	42	STIM=i
1768345	42	RESP=1
1779818	42	STIM=u
1785327	42	RESP=2
1798216	42	STIM=h
1802002	42	RESP=1
1814802	42	STIM=b
1820711	42	RESP=1
1831739	42	STIM=o
1838157	42	RESP=1
1847871	42	STIM=h
1857038	42	RESP=1
1865141	42	STIM=u
1869328	42	RESP=1
1881089	42	STIM=x
1888025	42	RESP=1
1898706	42	STIM=4
1904144	42	RESP=2
1917674	42	STIM=r
1924163	42	RESP=1
1936303	42	STIM=p
1938855	42	RESP=1
1951765	42	STIM=e
1957054	42	RESP=1
1969613	42	STIM=8
1973116	42	RESP=2
1986654	42	STIM=n
1991083	42	RESP=1
2002961	42	STIM=a
2008387	42	RESP=1
2019788	42	STIM=f
2024602	42	RESP=1
2037627	42	STIM=w
2041308	42	RESP=1
2053550	42	STIM=7
2059056	42	RESP=2
2071630	42	STIM=p
2076368	42	RESP=1
2090053	42	STIM=i
2097802	42	RESP=1
2105709	42	STIM=s
2109111	42	RESP=1
2124371	42	STIM=4
2130694	42	RESP=2
2142794	42	STIM=h
2148174	42	RESP=1
2159152	42	STIM=e
2162671	42	RESP=1
2177163	42	STIM=x
2180351	42	RESP=1
2195280	42	STIM=3
2202071	42	RESP=2
2213850	42	STIM=e
2219326	42	RESP=1
2231937	42	STIM=c
2241363	42	RESP=1
2250336	42	STIM=o
2254009	42	RESP=1
2265718	42	STIM=u
2269340	42	RESP=1
2283931	42	STIM=m
2287711	42	RESP=1
2299254	42	STIM=o
2306264	42	RESP=2
2318044	42	STIM=i
2323106	42	RESP=1
2333166	42	STIM=q
2336540	42	RESP=1
2350374	42	STIM=p
2353032	42	RESP=1
2366702	42	STIM=8
2372235	42	RESP=2
2385516	42	STIM=a
2388819	42	RESP=1
2403860	42	STIM=4
2408085	42	RESP=2
2421023	42	STIM=m
2425781	42	RESP=1
2438377	42	STIM=3
2446792	42	RESP=2
2455624	42	STIM=e
2460962	42	RESP=1
2471132	42	STIM=u
2474357	42	RESP=1
2489500	42	STIM=f
2492687	42	RESP=1
2506552	42	STIM=b
2510728	42	RESP=1
2521907	42	STIM=s
2527469	42	RESP=1
2538465	42	STIM=n
2544796	42	RESP=1
2557380	42	STIM=8
2566527	42	RESP=2
2575811	42	STIM=m
2581536	42	RESP=1
2593935	42	STIM=e
2599179	42	RESP=1
2610240	42	STIM=8
2614740	42	RESP=2
2627959	42	STIM=s
2632366	42	RESP=1
2645988	42	STIM=o
2648441	42	RESP=1
2662489	42	STIM=s
2667659	42	RESP=1
2679465	42	STIM=l
2685216	42	RESP=1
2696778	42	STIM=h
2702073	42	RESP=1
2715535	42	STIM=i
2719609	42	RESP=1
2731197	42	STIM=g
2735169	42	RESP=1
2748194	42	STIM=l
2755372	42	RESP=1
2765126	42	STIM=d
2769744	42	RESP=1
2783140	42	STIM=1
2788125	42	RESP=2
2799828	42	STIM=d
2803687	42	RESP=1
2817129	42	STIM=y
2820602	42	RESP=1
2833177	42	STIM=4
2838036	42	RESP=2
2851004	42	STIM=d
2854136	42	RESP=1
2869523	42	STIM=n
2874160	42	RESP=1
2884532	42	STIM=3
2891669	42	RESP=2
2900057	42	STIM=6
2906069	42	RESP=2
2916265	42	STIM=c
2919448	42	RESP=2
2932551	42	STIM=n
2936910	42	RESP=1
2950010	42	STIM=h
2953192	42	RESP=1
2965483	42	STIM=r
2970104	42	RESP=1
2981773	42	STIM=c
2986472	42	RESP=1
3000034	42	STIM=y
3006458	42	RESP=1
3016798	42	STIM=i
3024229	42	RESP=1
3035176	42	STIM=a
3037827	42	RESP=1
3051033	42	STIM=s
3054707	42	RESP=1
3066518	42	STIM=3
3073085	42	RESP=2
3085384	42	STIM=2
3096613	42	RESP=2
3103093	42	STIM=7
3115457	42	RESP=2
3120559	42	STIM=y
3127963	42	RESP=1
3135915	42	STIM=m
3139258	42	RESP=1
3151516	42	STIM=m
3157009	42	RESP=1
3169767	42	STIM=z
3173786	42	RESP=1
3185390	42	STIM=t
3192561	42	RESP=1
3202200	42	STIM=e
3207724	42	RESP=1
3220684	42	STIM=u
3232111	42	RESP=1
3239051	42	STIM=c
3243649	42	RESP=1
3256861	42	STIM=h
3260098	42	RESP=1
3274210	42	STIM=y
3278246	42	RESP=1
3290818	42	STIM=6
3295306	42	RESP=2
3308972	42	STIM=u
3315766	42	RESP=1
3326855	42	STIM=s
3332910	42	RESP=2
3344355	42	STIM=y
3348458	42	RESP=1
3359396	42	STIM=i
3365671	42	RESP=1
3374960	42	STIM=i
3380696	42	RESP=1
3390334	42	STIM=y
3393713	42	RESP=1
3407849	42	STIM=r
3413561	42	RESP=1
3423402	42	STIM=s
3426689	42	RESP=1
3441257	42	STIM=j
3446070	42	RESP=1
3458522	42	STIM=e
3462207	42	RESP=1
3476098	42	STIM=b
3482881	42	RESP=1
3492574	42	STIM=p
3496778	42	RESP=1
3508039	42	STIM=z
3514197	42	RESP=1
3524594	42	STIM=3
3528432	42	RESP=2
3542855	42	STIM=o
3546639	42	RESP=1
3560965	42	STIM=r
3570477	42	RESP=1
3579326	42	STIM=g
3585409	42	RESP=1
3597105	42	STIM=q
3602524	42	RESP=1
3615202	42	STIM=n
3618524	42	RESP=1
3632889	42	STIM=w
3640014	42	RESP=1
3651885	42	STIM=w
3654808	42	RESP=1
3667935	42	STIM=w
3671522	42	RESP=1
3683871	42	STIM=u
3687665	42	RESP=1
3702454	42	STIM=n
3710203	42	RESP=1
3717526	42	STIM=h
3720981	42	RESP=1
3733479	42	STIM=t
3737261	42	RESP=1
3751135	42	STIM=a
3756916	42	RESP=1
3770019	42	STIM=5
3774693	42	RESP=2
3785649	42	STIM=z
3794729	42	RESP=2
3802063	42	STIM=t
3808177	42	RESP=1
3820098	42	STIM=l
3824744	42	RESP=1
3836427	42	STIM=c
3839519	42	RESP=1
3853222	42	STIM=2
3857380	42	RESP=2
3868521	42	STIM=d
3872766	42	RESP=1
3883907	42	STIM=j
3888434	42	RESP=1
3901753	42	STIM=7
3909739	42	RESP=2
3918756	42	STIM=o
3922490	42	RESP=1
3934558	42	STIM=j
3939598	42	RESP=1
3952870	42	STIM=w
3959346	42	RESP=1
3971012	42	STIM=o
3976144	42	RESP=1
3988306	42	STIM=k
3993234	42	RESP=1
4006824	42	STIM=x
4014332	42	RESP=1
4025641	42	STIM=5
4030227	42	RESP=2
4044425	42	STIM=0
4049788	42	RESP=2
4060810	42	STIM=j
4065509	42	RESP=1
4078541	42	STIM=p
4084685	42	RESP=1
4094419	42	STIM=q
4103210	42	RESP=1
4109891	42	STIM=s
4116911	42	RESP=1
4128882	42	STIM=s
4131675	42	RESP=1
4145993	42	STIM=k
4150180	42	RESP=1
4163016	42	STIM=3
4168209	42	RESP=2
4179901	42	STIM=i
4183543	42	RESP=1
4195915	42	STIM=n
4201863	42	RESP=1
4214586	42	STIM=l
4218639	42	RESP=1
4232468	42	STIM=m
4235670	42	RESP=1
4248878	42	STIM=g
4252591	42	RESP=1
4266050	42	STIM=d
4270201	42	RESP=1
4281513	42	STIM=1
4291055	42	RESP=2
4298729	42	STIM=z
4303414	42	RESP=1
4314587	42	STIM=x
4319513	42	RESP=1
4333565	42	STIM=s
4339027	42	RESP=1
4350983	42	STIM=j
4359009	42	RESP=1
4368077	42	STIM=q
4373016	42	RESP=1
4383459	42	STIM=j
4386781	42	RESP=1
4398808	42	STIM=e
4401292	42	RESP=1
4414407	42	STIM=y
4421603	42	RESP=1
4432344	42	STIM=e
4438725	42	RESP=1
4447967	42	STIM=9
4454472	42	RESP=2
4465724	42	STIM=j
4471761	42	RESP=1
4483039	42	STIM=0
4488211	42	RESP=2
4501530	42	STIM=5
4505867	42	RESP=2
4518835	42	STIM=c
4523797	42	RESP=1
4537445	42	STIM=h
4541649	42	RESP=1
4555976	42	STIM=0
4568097	42	RESP=2
4572220	42	STIM=h
4575570	42	RESP=1
4587858	42	STIM=m
4593220	42	RESP=1
4603216	42	STIM=d
4608344	42	RESP=1
4619799	42	STIM=d
4623002	42	RESP=1
4637245	42	STIM=o
4639876	42	RESP=2
4655312	42	STIM=n
4660699	42	RESP=1
4673327	42	STIM=a
4683497	42	RESP=1
4691847	42	STIM=w
4695881	42	RESP=1
4710195	42	STIM=o
4714584	42	RESP=1
4727836	42	STIM=r
4731989	42	RESP=1
4745288	42	STIM=0
4751216	42	RESP=2
4762529	42	STIM=e
4769604	42	RESP=1
4778224	42	STIM=6
4784257	42	RESP=2
4796910	42	STIM=x
4801224	42	RESP=1
4814601	42	STIM=n
4820092	42	RESP=2
4830797	42	STIM=j
4836683	42	RESP=1
4846122	42	STIM=n
4853166	42	RESP=1
4863099	42	STIM=i
4867125	42	RESP=1
4879424	42	STIM=9
4889183	42	RESP=2
4895324	42	STIM=e
4898981	42	RESP=1
4910525	42	STIM=j
4913569	42	RESP=1
4929522	42	STIM=s
4937703	42	RESP=1
4946329	42	STIM=2
4950543	42	RESP=2
4962135	42	STIM=5
4966754	42	RESP=2
4979182	42	STIM=r
4983710	42	RESP=1
4996443	42	STIM=2
5003406	42	RESP=2
5012075	42	STIM=f
5015492	42	RESP=1
5028012	42	STIM=1
5032513	42	RESP=2
5043800	42	STIM=w
5046798	42	RESP=1
5060396	42	STIM=k
5065337	42	RESP=1
5078854	42	STIM=b
5084090	42	RESP=2
5097703	42	STIM=4
5101884	42	RESP=2
5113920	42	STIM=a
5120903	42	RESP=1
5132665	42	STIM=u
5139300	42	RESP=1
5150137	42	STIM=v
5153573	42	RESP=1
5165824	42	STIM=a
5169313	42	RESP=1
5181227	42	STIM=x
5186810	42	RESP=1
5196674	42	STIM=r
5201324	42	RESP=1
5213402	42	STIM=0
5219833	42	RESP=2
5228668	42	STIM=i
5232326	42	RESP=1
5247464	42	STIM=8
5253987	42	RESP=2
5265504	42	STIM=4
5271158	42	RESP=2
5282246	42	STIM=d
5286883	42	RESP=1
5301102	42	STIM=l
5306533	42	RESP=1
5319781	42	STIM=1
5323885	42	RESP=2
5335836	42	STIM=f
5338763	42	RESP=1
5353713	42	STIM=5
5360019	42	RESP=2
5371514	42	STIM=o
5375085	42	RESP=1
5386869	42	STIM=o
5393076	42	RESP=1
5403494	42	STIM=b
5406303	42	RESP=1
5420948	42	STIM=o
5426449	42	RESP=1
5437539	42	STIM=z
5443496	42	RESP=1
5455243	42	STIM=r
5459944	42	RESP=1
5473261	42	STIM=k
5478050	42	RESP=1
5491428	42	STIM=k
5497698	42	RESP=1
5507071	42	STIM=t
5512328	42	RESP=1
5522653	42	STIM=i
5527694	42	RESP=1
5538969	42	STIM=h
5542003	42	RESP=2
5555969	42	STIM=4
5561881	42	RESP=1
5572833	42	STIM=r
5577498	42	RESP=1
5590213	42	STIM=p
5594877	42	RESP=1
5606017	42	STIM=c
5609881	42	RESP=1
5622031	42	STIM=t
5626819	42	RESP=1
5637687	42	STIM=e
5644769	42	RESP=1
5655039	42	STIM=b
5659513	42	RESP=1
5671810	42	STIM=j
5675511	42	RESP=1
5687831	42	STIM=o
5691790	42	RESP=1
5702995	42	STIM=g
5707668	42	RESP=1
5718273	42	STIM=r
5723700	42	RESP=2
5735189	42	STIM=5
5739773	42	RESP=1
5750424	42	STIM=u
5754477	42	RESP=1
5767246	42	STIM=7
5775488	42	RESP=2
5786138	42	STIM=a
5789979	42	RESP=1
5804781	42	STIM=b
5810755	42	RESP=1
5820789	42	STIM=w
5823350	42	RESP=1
5837280	42	STIM=0
5844229	42	RESP=2
5854112	42	STIM=n
5857025	42	RESP=1
5869384	42	STIM=w
5873299	42	RESP=1
5887647	42	STIM=k
5891373	42	RESP=1
5903532	42	STIM=o
5910777	42	RESP=1
5918819	42	STIM=n
5922522	42	RESP=1
5934509	42	STIM=j
5938813	42	RESP=1
5953436	42	STIM=o
5958276	42	RESP=1
5971126	42	STIM=f
5974596	42	RESP=1
5987631	42	STIM=j
5991552	42	RESP=1
6003305	42	STIM=q
6008784	42	RESP=1
6021876	42	STIM=d
6026138	42	RESP=1
6039017	42	STIM=8
6044600	42	RESP=2
6057777	42	STIM=d
6064869	42	RESP=1
6073844	42	STIM=q
6078539	42	RESP=1
6089698	42	STIM=e
6094704	42	RESP=1
6107022	42	STIM=b
6112973	42	RESP=1
6123494	42	STIM=j
6126566	42	RESP=1
6138694	42	STIM=a
6143238	42	RESP=1
6155075	42	STIM=x
6160129	42	RESP=1
6172697	42	STIM=j
6178863	42	RESP=1
6187806	42	STIM=0
6192392	42	RESP=2
6203318	42	STIM=n
6208389	42	RESP=1
6219110	42	STIM=f
6223234	42	RESP=1
6234290	42	STIM=h
6237404	42	RESP=1
6251458	42	STIM=c
6257572	42	RESP=1
6267626	42	STIM=w
6271783	42	RESP=1
6283232	42	STIM=7
6286617	42	RESP=1
6299268	42	STIM=7
6307153	42	RESP=2
6315771	42	STIM=r
6321621	42	RESP=1
6334688	42	STIM=k
6339050	42	RESP=1
6353336	42	STIM=m
6360125	42	RESP=1
6368408	42	STIM=z
6373785	42	RESP=1
6385769	42	STIM=n
6393471	42	RESP=1
6402738	42	STIM=q
6409157	42	RESP=1
6420294	42	STIM=j
6425748	42	RESP=1
6435377	42	STIM=o
6447400	42	RESP=1
6451856	42	STIM=2
6458364	42	RESP=2
6469558	42	STIM=r
6476369	42	RESP=1
6486920	42	STIM=q
6492926	42	RESP=1
6502472	42	STIM=n
6505978	42	RESP=2
6519913	42	STIM=w
6523833	42	RESP=1
6537806	42	STIM=p
6542213	42	RESP=1
6556099	42	STIM=f
6561645	42	RESP=1
6574047	42	STIM=t
6577290	42	RESP=1
6591083	42	STIM=l
6594501	42	RESP=1
6609144	42	STIM=8
6614407	42	RESP=2
6625431	42	STIM=m
6630010	42	RESP=1
6643823	42	STIM=g
6648869	42	RESP=1
6662590	42	STIM=j
6670899	42	RESP=1
6680397	42	STIM=9
6684263	42	RESP=2
6697989	42	STIM=8
6702726	42	RESP=2
6714795	42	STIM=f
6722316	42	RESP=1
6731638	42	STIM=g
6739033	42	RESP=1
6750316	42	STIM=6
6755194	42	RESP=2
6768920	42	STIM=x
6772949	42	RESP=1
6787278	42	STIM=o
6790879	42	RESP=1
6803348	42	STIM=h
6809126	42	RESP=2
6818413	42	STIM=g
6822323	42	RESP=1
6837181	42	STIM=w
6840446	42	RESP=1
6855129	42	STIM=0
6861671	42	RESP=2
6871704	42	STIM=c
6878888	42	RESP=1
6888969	42	STIM=y
6892764	42	RESP=1
6907148	42	STIM=n
6916257	42	RESP=1
6922704	42	STIM=e
6927507	42	RESP=1
6940159	42	STIM=x
6950563	42	RESP=1
6957066	42	STIM=b
6961344	42	RESP=1
6976050	42	STIM=h
6982473	42	RESP=1
6992268	42	STIM=s
6996441	42	RESP=1
7010883	42	STIM=k
7015281	42	RESP=1
7026944	42	STIM=d
7032647	42	RESP=1
7045442	42	STIM=m
7048839	42	RESP=1
7062123	42	STIM=s
7066638	42	RESP=1
7078410	42	STIM=f
7083651	42	RESP=1
7096629	42	STIM=1
7105321	42	RESP=1
7112193	42	STIM=h
7120301	42	RESP=1
7127468	42	STIM=s
7134784	42	RESP=1
7143277	42	STIM=k
7147052	42	RESP=1
7161296	42	STIM=5
7167638	42	RESP=2
7176821	42	STIM=f
7184006	42	RESP=1
7194715	42	STIM=w
7197763	42	RESP=1
7210694	42	STIM=8
7215425	42	RESP=1
7227682	42	STIM=u
7231530	42	RESP=1
7244034	42	STIM=0
7247438	42	RESP=2
7261856	42	STIM=p
7269310	42	RESP=1
7277392	42	STIM=c
7280876	42	RESP=1
7292721	42	STIM=p
7298668	42	RESP=1
7308550	42	STIM=w
7314773	42	RESP=1
7323836	42	STIM=r
7331894	42	RESP=1
7340134	42	STIM=z
7344200	42	RESP=1
7357519	42	STIM=a
7360511	42	RESP=1
7374929	42	STIM=s
7377962	42	RESP=1
7390359	42	STIM=c
7394739	42	RESP=2
7406056	42	STIM=j
7411111	42	RESP=1
7422376	42	STIM=2
7429706	42	RESP=2
7438248	42	STIM=9
7444603	42	RESP=2
7454458	42	STIM=w
7459650	42	RESP=1
7472122	42	STIM=u
7477385	42	RESP=1
7490803	42	STIM=o
7498061	42	RESP=1
7506752	42	STIM=2
7511935	42	RESP=2
7524649	42	STIM=x
7532732	42	RESP=1
7541768	42	STIM=c
7549118	42	RESP=1
7560647	42	STIM=l
7566207	42	RESP=1
7576584	42	STIM=z
7579632	42	RESP=1
7593853	42	STIM=7
7599451	42	RESP=2
7610578	42	STIM=n
7615607	42	RESP=1
7627510	42	STIM=3
7636689	42	RESP=2
7643256	42	STIM=z
7647677	42	RESP=1
7661520	42	STIM=i
7665457	42	RESP=1
7678561	42	STIM=z
7681205	42	RESP=1
7694208	42	STIM=2
7698791	42	RESP=2
7709992	42	STIM=k
7717021	42	RESP=1
7725224	42	STIM=2
7730128	42	RESP=2
7741438	42	STIM=1
7747229	42	RESP=2
7758467	42	STIM=i
7763645	42	RESP=1
7774266	42	STIM=o
7777981	42	RESP=1
7792851	42	STIM=9
7798405	42	RESP=2
7808443	42	STIM=3
7815576	42	RESP=2
7823568	42	STIM=k
7827765	42	RESP=1
7842082	42	STIM=7
7847226	42	RESP=2
7858179	42	STIM=7
7862635	42	RESP=2
7877163	42	STIM=m
7882093	42	RESP=1
7893560	42	STIM=p
7900931	42	RESP=1
7908581	42	STIM=o
7912019	42	RESP=1
7924125	42	STIM=r
7927106	42	RESP=1
7942112	42	STIM=a
7949971	42	RESP=1
7957723	42	STIM=1
7961400	42	RESP=2
7974577	42	STIM=2
7985808	42	RESP=1
7992495	42	STIM=n
7997551	42	RESP=1
8007733	42	STIM=2
8011727	42	RESP=2
8023858	42	STIM=f
8029953	42	RESP=1
8040246	42	STIM=j
8043765	42	RESP=1
8057553	42	STIM=z
8062604	42	RESP=1
8076178	42	STIM=n
8078779	42	RESP=1
8093923	42	STIM=x
8099239	42	RESP=1
8110703	42	STIM=x
8116323	42	RESP=1
8129423	42	STIM=w
8132899	42	RESP=1
8145265	42	STIM=r
8149888	42	RESP=1
8162399	42	STIM=o
8165419	42	RESP=1
8180216	42	STIM=x
8184397	42	RESP=1
8196072	42	STIM=j
8203810	42	RESP=1
8214133	42	STIM=e
8218684	42	RESP=1
8229934	42	STIM=e
8234077	42	RESP=1
8247379	42	STIM=c
8251653	42	RESP=1
8263136	42	STIM=7
8268850	42	RESP=2
8282011	42	STIM=r
8287361	42	RESP=1
8297972	42	STIM=r
8303599	42	RESP=1
8313993	42	STIM=x
8319697	42	RESP=1
8329291	42	STIM=x
8336370	42	RESP=1
8345763	42	STIM=i
8349641	42	RESP=1
8361492	42	STIM=u
8365052	42	RESP=2
8378317	42	STIM=g
8382467	42	RESP=1
8395354	42	STIM=9
8400550	42	RESP=2
8413614	42	STIM=v
8417653	42	RESP=1
8431774	42	STIM=b
8437060	42	RESP=1
8446781	42	STIM=c
8449960	42	RESP=1
8462395	42	STIM=h
8467345	42	RESP=1
8481265	42	STIM=3
8486827	42	RESP=2
8499924	42	STIM=u
8505085	42	RESP=1
8516986	42	STIM=x
8520897	42	RESP=1
8534971	42	STIM=5
8538743	42	RESP=2
8552329	42	STIM=u
8555358	42	RESP=1
8569254	42	STIM=a
8576349	42	RESP=1
8586514	42	STIM=x
8591468	42	RESP=1
8603813	42	STIM=l
8609993	42	RESP=1
8619753	42	STIM=x
8626227	42	RESP=1
8637198	42	STIM=l
8641136	42	RESP=1
8653432	42	STIM=u
8661518	42	RESP=1
8671582	42	STIM=c
8675196	42	RESP=1
8688898	42	STIM=c
8692548	42	RESP=1
8705547	42	STIM=e
8709828	42	RESP=1
8722230	42	STIM=c
8725377	42	RESP=1
8740755	42	STIM=u
8747426	42	RESP=1
8758074	42	STIM=s
8766888	42	RESP=1
8775437	42	STIM=q
8779885	42	RESP=1
8790643	42	STIM=t
8795085	42	RESP=1
8806092	42	STIM=p
8811697	42	RESP=1
8823909	42	STIM=p
8827360	42	RESP=1
8839499	42	STIM=6
8845165	42	RESP=2
8856568	42	STIM=v
8862315	42	RESP=1
8874326	42	STIM=c
8879572	42	RESP=1
8891267	42	STIM=f
8897408	42	RESP=1
8907577	42	STIM=q
8910509	42	RESP=1
8924152	42	STIM=u
8929534	42	RESP=1
8943095	42	STIM=a
8949253	42	RESP=1
8962046	42	STIM=a
8965172	42	RESP=1
8977541	42	STIM=f
8981427	42	RESP=1
8995172	42	STIM=s
9003150	42	RESP=1
9012710	42	STIM=6
9019384	42	RESP=2
9031061	42	STIM=s
9042077	42	RESP=1
9046663	42	STIM=x
9054150	42	RESP=1
9065508	42	STIM=6
9069167	42	RESP=2
9083710	42	STIM=d
9087064	42	RESP=1
9102271	42	STIM=8
9108554	42	RESP=2
9117993	42	STIM=o
9121376	42	RESP=1
9134666	42	STIM=q
9137778	42	RESP=1
9153072	42	STIM=s
9158537	42	RESP=1
9171413	42	STIM=9
9180943	42	RESP=2
9187813	42	STIM=e
9191614	42	RESP=1
9206680	42	STIM=b
9210956	42	RESP=1
9222318	42	STIM=3
9228576	42	RESP=2
9241026	42	STIM=r
9245212	42	RESP=1
9256672	42	STIM=c
9261385	42	RESP=2
9273309	42	STIM=v
9276858	42	RESP=1
9292027	42	STIM=x
9298044	42	RESP=1
9310076	42	STIM=v
9314254	42	RESP=1
9328809	42	STIM=g
9331972	42	RESP=1
9347319	42	STIM=u
9350661	42	RESP=1
9364686	42	STIM=c
9368494	42	RESP=1
9379709	42	STIM=1
9384172	42	RESP=2
9398397	42	STIM=a
9407030	42	RESP=1
9414295	42	STIM=8
9420845	42	RESP=2
9431837	42	STIM=9
9437619	42	RESP=2
9447198	42	STIM=g
9451562	42	RESP=1
9464062	42	STIM=x
9469389	42	RESP=1
9481236	42	STIM=9
9488283	42	RESP=2
9497970	42	STIM=a
9504963	42	RESP=1
9516763	42	STIM=v
9519628	42	RESP=1
9533177	42	STIM=u
9536095	42	RESP=1
9548566	42	STIM=6
9555959	42	RESP=2
9566322	42	STIM=e
9571254	42	RESP=1
9583861	42	STIM=a
9588280	42	RESP=1
9599805	42	STIM=h
9611060	42	RESP=1
9617412	42	STIM=s
9622347	42	RESP=1
9633060	42	STIM=5
9643385	42	RESP=2
9651866	42	STIM=j
9655334	42	RESP=1
9669667	42	STIM=4
9673848	42	RESP=2
9687222	42	STIM=6
9693152	42	RESP=2
9703295	42	STIM=l
9709820	42	RESP=1
9719791	42	STIM=g
9725883	42	RESP=1
9738062	42	STIM=s
9743102	42	RESP=1
9754242	42	STIM=a
9759388	42	RESP=1
9770595	42	STIM=t
9780408	42	RESP=1
9787208	42	STIM=i
9794720	42	RESP=2
9804914	42	STIM=y
9810769	42	RESP=2
9821335	42	STIM=0
9826298	42	RESP=1
9838810	42	STIM=f
9842977	42	RESP=1
9857008	42	STIM=9
9862481	42	RESP=2
9875207	42	STIM=m
9880519	42	RESP=1
9893000	42	STIM=f
9897250	42	RESP=1
9911480	42	STIM=m
9914457	42	RESP=1
9930010	42	STIM=f
9933516	42	RESP=1
9948920	42	STIM=y
9953798	42	RESP=1
