# Original filename: 0044_AFZ_2017-05-17.log
# Time unit: 100 us
# RARECAT=digit
#
# Time	HHGG	Event
1281148	42	RESP=2
1290070	42	STIM=i
1296737	42	RESP=1
1305395	42	STIM=j
1310938	42	RESP=1
1322436	42	STIM=4
1326765	42	RESP=2
1340898	42	STIM=z
1348641	42	RESP=1
1357135	42	STIM=r
1363873	42	RESP=1
1372788	42	STIM=r
1375877	42	RESP=1
1390515	42	STIM=b
1394848	42	RESP=1
1408626	42	STIM=0
1417532	42	RESP=1
1423742	42	STIM=u
1429595	42	RESP=1
1438910	42	STIM=p
1443625	42	RESP=1
1454308	42	STIM=5
1459577	42	RESP=2
1473035	42	STIM=k
1478438	42	RESP=1
1489219	42	STIM=b
1495400	42	RESP=2
1506703	42	STIM=h
1510444	42	RESP=1
1524840	42	STIM=2
1530690	42	RESP=1
1543404	42	STIM=k
1550349	42	RESP=1
1559505	42	STIM=7
1564425	42	RESP=2
1577975	42	STIM=v
1584418	42	RESP=1
1594246	42	STIM=x
1599023	42	RESP=1
1609462	42	STIM=w
1613176	42	RESP=1
1624723	42	STIM=h
1627636	42	RESP=1
1642445	42	STIM=z
1645749	42	RESP=1
1661371	42	STIM=c
1665004	42	RESP=1
1677631	42	STIM=u
1681878	42	RESP=1
1695560	42	STIM=i
1700548	42	RESP=1
1713899	42	STIM=x
1720051	42	RESP=1
1731624	42	STIM=u
1740009	42	RESP=1
1749114	42	STIM=m
1754258	42	RESP=1
1765242	42	STIM=w
1770672	42	RESP=1
1783746	42	STIM=c
1793383	42	RESP=1
1800170	42	STIM=o
1804699	42	RESP=1
1817439	42	STIM=m
1821247	42	RESP=1
1833771	42	STIM=g
1836787	42	RESP=1
1848794	42	STIM=d
1857916	42	RESP=1
1865320	42	STIM=c
1871438	42	RESP=1
1883748	42	STIM=y
1888296	42	RESP=1
1901330	42	STIM=3
1906840	42	RESP=2
1916509	42	STIM=c
1922107	42	RESP=1
1932989	42	STIM=i
1939194	42	RESP=1
1950794	42	STIM=b
1962152	42	RESP=2
1967732	42	STIM=f
1973848	42	RESP=1
1984535	42	STIM=4
1990381	42	RESP=1
1999552	42	STIM=j
2004101	42	RESP=1
2018532	42	STIM=h
2026289	42	RESP=1
2036116	42	STIM=4
2042446	42	RESP=2
2054619	42	STIM=q
2058362	42	RESP=1
2073080	42	STIM=m
2077647	42	RESP=1
2089055	42	STIM=w
2092401	42	RESP=1
2106230	42	STIM=n
2108524	42	RESP=1
2121272	42	STIM=8
2127777	42	RESP=2
2137833	42	STIM=4
2143081	42	RESP=1
2156388	42	STIM=m
2161197	42	RESP=1
2173161	42	STIM=4
2181131	42	RESP=2
2190465	42	STIM=f
2195998	42	RESP=1
2207465	42	STIM=n
2212158	42	RESP=1
2226335	42	STIM=7
2231831	42	RESP=2
2244719	42	STIM=x
2249589	42	RESP=1
2263517	42	STIM=n
2266538	42	RESP=1
2282101	42	STIM=0
2290890	42	RESP=2
2300779	42	STIM=x
2305267	42	RESP=1
2318974	42	STIM=2
2325392	42	RESP=2
2335290	42	STIM=h
2340538	42	RESP=1
2353039	42	STIM=c
2355901	42	RESP=1
2371839	42	STIM=7
2381179	42	RESP=2
2387092	42	STIM=z
2393701	42	RESP=1
2403155	42	STIM=3
2410417	42	RESP=2
2419367	42	STIM=n
2431507	42	RESP=1
2437216	42	STIM=k
2443014	42	RESP=1
2455033	42	STIM=2
2460166	42	RESP=2
2471002	42	STIM=i
2474498	42	RESP=1
2488428	42	STIM=t
2495324	42	RESP=1
2504061	42	STIM=7
2511390	42	RESP=1
2522298	42	STIM=l
2526026	42	RESP=1
2540320	42	STIM=c
2544403	42	RESP=1
2558427	42	STIM=f
2561924	42	RESP=1
2575474	42	STIM=y
2580574	42	RESP=1
2594106	42	STIM=p
2597177	42	RESP=1
2609184	42	STIM=h
2618181	42	RESP=1
2626241	42	STIM=j
2634306	42	RESP=1
2645126	42	STIM=q
2647813	42	RESP=1
2660620	42	STIM=t
2664294	42	RESP=1
2677685	42	STIM=h
2685637	42	RESP=1
2692979	42	STIM=c
2698649	42	RESP=1
2708305	42	STIM=5
2714009	42	RESP=2
2725858	42	STIM=j
2729747	42	RESP=1
2740951	42	STIM=m
2748764	42	RESP=1
2759194	42	STIM=g
2763578	42	RESP=1
2775665	42	STIM=t
2781842	42	RESP=2
2791228	42	STIM=e
2801656	42	RESP=1
2807506	42	STIM=p
2811928	42	RESP=1
2823830	42	STIM=a
2827151	42	RESP=1
2842301	42	STIM=9
2851622	42	RESP=2
2859109	42	STIM=g
2864230	42	RESP=1
2874140	42	STIM=m
2878090	42	RESP=1
2891886	42	STIM=y
2897483	42	RESP=1
2908474	42	STIM=n
2912261	42	RESP=1
2925404	42	STIM=s
2930804	42	RESP=1
2941206	42	STIM=5
2953266	42	RESP=2
2957494	42	STIM=4
2962502	42	RESP=2
2972854	42	STIM=v
2981714	42	RESP=1
2990777	42	STIM=h
2994813	42	RESP=1
3006396	42	STIM=a
3013157	42	RESP=1
3023839	42	STIM=n
3029292	42	RESP=1
3039508	42	STIM=z
3044941	42	RESP=1
3055276	42	STIM=y
3058882	42	RESP=1
3073981	42	STIM=x
3078587	42	RESP=1
3089631	42	STIM=7
3094578	42	RESP=2
3105807	42	STIM=f
3108853	42	RESP=1
3124500	42	STIM=r
3128938	42	RESP=1
3142812	42	STIM=j
3147242	42	RESP=1
3161456	42	STIM=m
3165714	42	RESP=1
3178708	42	STIM=u
3184799	42	RESP=1
3197601	42	STIM=c
3200505	42	RESP=1
3213194	42	STIM=e
3217482	42	RESP=1
3230254	42	STIM=o
3235581	42	RESP=1
3245993	42	STIM=l
3258338	42	RESP=1
3261367	42	STIM=e
3267698	42	RESP=1
3278880	42	STIM=p
3285000	42	RESP=1
3296485	42	STIM=8
3303421	42	RESP=2
3312723	42	STIM=z
3317781	42	RESP=1
3331715	42	STIM=c
3335760	42	RESP=1
3348458	42	STIM=5
3353740	42	RESP=1
3366516	42	STIM=t
3371205	42	RESP=1
3382787	42	STIM=v
3391752	42	RESP=1
3400766	42	STIM=g
3405770	42	RESP=1
3418592	42	STIM=y
3423292	42	RESP=1
3435298	42	STIM=e
3442479	42	RESP=1
3451142	42	STIM=f
3458866	42	RESP=1
3470038	42	STIM=y
3479147	42	RESP=1
3486560	42	STIM=0
3490296	42	RESP=2
3501893	42	STIM=s
3508089	42	RESP=1
3517293	42	STIM=u
3526626	42	RESP=1
3535872	42	STIM=f
3540604	42	RESP=1
3553244	42	STIM=c
3557947	42	RESP=1
3569402	42	STIM=t
3575754	42	RESP=1
3584898	42	STIM=c
3590780	42	RESP=1
3601439	42	STIM=d
3608884	42	RESP=1
3617794	42	STIM=a
3623580	42	RESP=1
3633939	42	STIM=m
3641513	42	RESP=2
3652807	42	STIM=u
3660108	42	RESP=1
3670361	42	STIM=u
3674275	42	RESP=1
3686709	42	STIM=6
3693036	42	RESP=1
3703631	42	STIM=t
3711199	42	RESP=1
3722348	42	STIM=y
3729067	42	RESP=1
3739136	42	STIM=v
3745477	42	RESP=1
3755550	42	STIM=7
3760662	42	RESP=2
3771813	42	STIM=n
3779063	42	RESP=1
3787586	42	STIM=p
3792176	42	RESP=1
3805210	42	STIM=u
3811335	42	RESP=1
3822261	42	STIM=9
3832574	42	RESP=1
3838369	42	STIM=t
3841578	42	RESP=1
3854266	42	STIM=y
3858302	42	RESP=1
3870510	42	STIM=w
3874691	42	RESP=1
3886013	42	STIM=k
3894690	42	RESP=1
3901078	42	STIM=c
3906061	42	RESP=1
3919853	42	STIM=d
3923789	42	RESP=1
3938338	42	STIM=r
3946082	42	RESP=1
3955596	42	STIM=1
3961783	42	RESP=2
3973123	42	STIM=v
3977747	42	RESP=1
3989023	42	STIM=t
3999333	42	RESP=1
4005646	42	STIM=w
4012287	42	RESP=2
4022078	42	STIM=7
4030225	42	RESP=2
4037403	42	STIM=p
4043630	42	RESP=1
4055676	42	STIM=z
4062947	42	RESP=1
4073830	42	STIM=b
4082895	42	RESP=1
4090497	42	STIM=s
4095081	42	RESP=1
4106525	42	STIM=p
4113226	42	RESP=1
4125409	42	STIM=b
4129574	42	RESP=1
4144035	42	STIM=0
4149656	42	RESP=2
4159606	42	STIM=j
4165846	42	RESP=1
4177626	42	STIM=f
4180934	42	RESP=1
4195214	42	STIM=2
4202066	42	RESP=2
4212196	42	STIM=n
4219602	42	RESP=1
4227219	42	STIM=n
4231938	42	RESP=1
4243578	42	STIM=z
4247828	42	RESP=1
4262015	42	STIM=d
4270769	42	RESP=1
4280622	42	STIM=7
4290300	42	RESP=2
4297003	42	STIM=z
4300920	42	RESP=1
4312269	42	STIM=s
4316144	42	RESP=1
4328102	42	STIM=g
4330810	42	RESP=1
4343924	42	STIM=u
4350812	42	RESP=1
4360278	42	STIM=e
4363257	42	RESP=1
4376183	42	STIM=5
4385054	42	RESP=1
4393396	42	STIM=a
4400143	42	RESP=1
4408573	42	STIM=z
4411943	42	RESP=1
4423988	42	STIM=4
4429024	42	RESP=1
4439721	42	STIM=e
4445388	42	RESP=1
4457011	42	STIM=w
4462472	42	RESP=1
4474266	42	STIM=y
4483334	42	RESP=1
4491394	42	STIM=j
4495566	42	RESP=1
4507086	42	STIM=4
4511256	42	RESP=2
4522355	42	STIM=w
4531656	42	RESP=1
4539005	42	STIM=7
4545964	42	RESP=2
4554138	42	STIM=d
4565629	42	RESP=1
4569294	42	STIM=4
4579904	42	RESP=1
4584787	42	STIM=r
4592494	42	RESP=1
4603299	42	STIM=u
4609159	42	RESP=1
4620536	42	STIM=l
4623411	42	RESP=1
4639464	42	STIM=r
4648016	42	RESP=1
4657495	42	STIM=a
4663270	42	RESP=1
4672715	42	STIM=8
4680900	42	RESP=1
4690192	42	STIM=h
4695513	42	RESP=1
4705700	42	STIM=p
4714782	42	RESP=1
4724472	42	STIM=t
4730793	42	RESP=1
4741136	42	STIM=s
4746489	42	RESP=1
4759691	42	STIM=x
4763327	42	RESP=1
4775371	42	STIM=y
4778819	42	RESP=1
4793089	42	STIM=t
4800488	42	RESP=1
4810266	42	STIM=2
4817422	42	RESP=2
4826583	42	STIM=0
4833527	42	RESP=2
4843092	42	STIM=8
4856667	42	RESP=2
4859340	42	STIM=h
4870127	42	RESP=1
4875416	42	STIM=s
4883003	42	RESP=1
4890534	42	STIM=8
4896646	42	RESP=1
4906863	42	STIM=0
4913436	42	RESP=2
4923756	42	STIM=c
4927120	42	RESP=1
4939790	42	STIM=n
4945147	42	RESP=2
4955867	42	STIM=k
4960293	42	RESP=1
4971364	42	STIM=z
4977646	42	RESP=1
4987096	42	STIM=s
4992871	42	RESP=1
5003220	42	STIM=z
5009579	42	RESP=1
5018234	42	STIM=k
5022667	42	RESP=1
5033433	42	STIM=q
5037135	42	RESP=1
5050632	42	STIM=s
5056807	42	RESP=1
5067324	42	STIM=f
5072611	42	RESP=1
5084889	42	STIM=w
5093329	42	RESP=1
5101043	42	STIM=4
5106231	42	RESP=2
5119635	42	STIM=g
5125414	42	RESP=1
5138250	42	STIM=5
5141944	42	RESP=2
5155280	42	STIM=c
5158938	42	RESP=1
5172409	42	STIM=k
5181991	42	RESP=1
5190914	42	STIM=a
5197513	42	RESP=1
5209561	42	STIM=5
5215960	42	RESP=2
5225721	42	STIM=6
5233782	42	RESP=2
5240750	42	STIM=j
5244014	42	RESP=1
5258901	42	STIM=g
5264387	42	RESP=1
5274089	42	STIM=c
5277101	42	RESP=1
5291285	42	STIM=t
5294331	42	RESP=1
5308102	42	STIM=a
5310724	42	RESP=1
5326368	42	STIM=0
5338096	42	RESP=2
5344168	42	STIM=0
5350961	42	RESP=2
5362702	42	STIM=j
5367380	42	RESP=1
5381566	42	STIM=3
5387586	42	RESP=2
5398156	42	STIM=w
5404708	42	RESP=1
5415031	42	STIM=c
5419133	42	RESP=1
5432144	42	STIM=7
5439592	42	RESP=2
5449728	42	STIM=y
5454331	42	RESP=1
5465900	42	STIM=o
5471411	42	RESP=1
5482022	42	STIM=c
5487612	42	RESP=1
5498241	42	STIM=j
5503452	42	RESP=1
5513424	42	STIM=t
5517682	42	RESP=1
5528991	42	STIM=u
5532678	42	RESP=1
5547639	42	STIM=m
5553814	42	RESP=1
5563750	42	STIM=w
5569608	42	RESP=1
5579898	42	STIM=d
5583960	42	RESP=1
5596475	42	STIM=y
5599685	42	RESP=1
5615459	42	STIM=w
5620695	42	RESP=1
5631876	42	STIM=y
5639194	42	RESP=1
5649459	42	STIM=p
5658123	42	RESP=1
5665841	42	STIM=s
5671314	42	RESP=1
5683124	42	STIM=p
5691462	42	RESP=1
5701850	42	STIM=s
5705738	42	RESP=1
5719638	42	STIM=l
5723198	42	RESP=1
5738013	42	STIM=c
5744624	42	RESP=1
5754341	42	STIM=o
5766304	42	RESP=1
5771428	42	STIM=z
5779413	42	RESP=1
5790035	42	STIM=d
5794104	42	RESP=1
5808755	42	STIM=x
5812454	42	RESP=2
5823986	42	STIM=7
5829458	42	RESP=2
5841939	42	STIM=f
5846484	42	RESP=1
5860838	42	STIM=i
5868446	42	RESP=1
5879516	42	STIM=b
5883572	42	RESP=1
5896161	42	STIM=t
5900594	42	RESP=1
5912709	42	STIM=s
5917715	42	RESP=1
5928467	42	STIM=u
5935180	42	RESP=1
5946415	42	STIM=7
5953326	42	RESP=2
5964224	42	STIM=t
5969939	42	RESP=1
5979445	42	STIM=g
5985172	42	RESP=1
5994975	42	STIM=s
5998527	42	RESP=1
6011589	42	STIM=e
6014851	42	RESP=1
6030363	42	STIM=8
6039351	42	RESP=2
6046425	42	STIM=2
6053615	42	RESP=2
6061816	42	STIM=a
6068192	42	RESP=1
6079382	42	STIM=u
6082124	42	RESP=1
6096689	42	STIM=m
6101586	42	RESP=1
6114868	42	STIM=x
6122639	42	RESP=1
6130373	42	STIM=l
6136787	42	RESP=1
6147911	42	STIM=o
6153713	42	RESP=1
6164721	42	STIM=a
6170383	42	RESP=1
6182272	42	STIM=o
6187938	42	RESP=1
6197637	42	STIM=4
6202668	42	RESP=2
6214697	42	STIM=8
6219730	42	RESP=1
6231682	42	STIM=9
6235350	42	RESP=2
6249425	42	STIM=o
6255729	42	RESP=1
6268032	42	STIM=l
6275940	42	RESP=1
6284795	42	STIM=m
6290200	42	RESP=1
6301689	42	STIM=d
6305680	42	RESP=1
6317012	42	STIM=g
6321764	42	RESP=1
6334165	42	STIM=b
6336891	42	RESP=1
6351339	42	STIM=1
6358866	42	RESP=1
6369562	42	STIM=1
6375589	42	RESP=2
6387499	42	STIM=6
6397103	42	RESP=2
6403907	42	STIM=q
6410496	42	RESP=1
6421952	42	STIM=r
6425170	42	RESP=1
6440474	42	STIM=l
6446470	42	RESP=1
6456122	42	STIM=4
6462463	42	RESP=2
6474207	42	STIM=k
6480503	42	RESP=1
6491687	42	STIM=0
6496962	42	RESP=2
6509581	42	STIM=3
6517329	42	RESP=2
6527719	42	STIM=i
6532682	42	RESP=1
6546327	42	STIM=3
6554261	42	RESP=2
6561928	42	STIM=5
6570504	42	RESP=2
6578755	42	STIM=8
6590565	42	RESP=2
6595525	42	STIM=a
6600811	42	RESP=1
6613590	42	STIM=t
6617502	42	RESP=1
6632076	42	STIM=c
6637354	42	RESP=1
6648050	42	STIM=m
6652925	42	RESP=1
6666694	42	STIM=h
6671361	42	RESP=1
6683097	42	STIM=u
6687071	42	RESP=1
6701756	42	STIM=y
6706383	42	RESP=1
6719111	42	STIM=s
6723502	42	RESP=1
6736560	42	STIM=x
6742061	42	RESP=1
6755301	42	STIM=q
6762268	42	RESP=1
6774013	42	STIM=s
6780107	42	RESP=1
6790940	42	STIM=z
6795364	42	RESP=1
6809815	42	STIM=h
6815039	42	RESP=1
6827845	42	STIM=j
6835366	42	RESP=1
6844095	42	STIM=c
6849141	42	RESP=1
6861859	42	STIM=q
6865737	42	RESP=1
6878707	42	STIM=b
6884722	42	RESP=1
6896584	42	STIM=u
6903154	42	RESP=1
6913544	42	STIM=j
6916877	42	RESP=1
6929660	42	STIM=a
6933718	42	RESP=1
6946994	42	STIM=k
6955677	42	RESP=1
6963917	42	STIM=j
6973701	42	RESP=1
6982423	42	STIM=f
6988209	42	RESP=1
7000537	42	STIM=d
7004759	42	RESP=1
7018927	42	STIM=s
7022004	42	RESP=1
7034677	42	STIM=5
7044494	42	RESP=1
7050612	42	STIM=r
7056101	42	RESP=2
7069406	42	STIM=q
7074228	42	RESP=1
7085534	42	STIM=0
7090202	42	RESP=2
7100764	42	STIM=2
7104283	42	RESP=2
7118160	42	STIM=s
7124599	42	RESP=1
7135676	42	STIM=6
7140987	42	RESP=2
7154388	42	STIM=5
7159466	42	RESP=2
7170300	42	STIM=s
7176193	42	RESP=1
7189009	42	STIM=6
7195286	42	RESP=1
7206674	42	STIM=l
7209663	42	RESP=1
7224637	42	STIM=c
7227479	42	RESP=1
7240254	42	STIM=c
7244680	42	RESP=1
7257707	42	STIM=j
7265908	42	RESP=1
7276445	42	STIM=y
7282464	42	RESP=1
7292386	42	STIM=w
7296888	42	RESP=1
7308605	42	STIM=x
7315305	42	RESP=1
7326939	42	STIM=p
7332023	42	RESP=1
7344249	42	STIM=u
7351515	42	RESP=1
7360327	42	STIM=6
7364422	42	RESP=1
7377830	42	STIM=x
7385736	42	RESP=1
7396074	42	STIM=3
7401405	42	RESP=2
7411459	42	STIM=o
7417879	42	RESP=1
7427696	42	STIM=s
7434578	42	RESP=1
7444025	42	STIM=4
7449513	42	RESP=2
7461287	42	STIM=d
7466559	42	RESP=1
7478035	42	STIM=n
7482475	42	RESP=1
7493263	42	STIM=b
7499134	42	RESP=1
7509155	42	STIM=b
7513593	42	RESP=1
7527229	42	STIM=5
7536389	42	RESP=2
7545655	42	STIM=s
7550232	42	RESP=1
7562702	42	STIM=c
7567992	42	RESP=1
7580906	42	STIM=3
7585614	42	RESP=2
7597942	42	STIM=e
7603503	42	RESP=1
7613639	42	STIM=c
7621638	42	RESP=1
7632022	42	STIM=z
7645619	42	RESP=1
7650393	42	STIM=o
7655887	42	RESP=1
7667783	42	STIM=f
7672387	42	RESP=1
7686694	42	STIM=c
7691637	42	RESP=1
7704021	42	STIM=a
7709996	42	RESP=1
7720383	42	STIM=6
7731526	42	RESP=2
7737756	42	STIM=h
7744904	42	RESP=1
7754872	42	STIM=a
7758442	42	RESP=1
7772411	42	STIM=r
7775410	42	RESP=1
7789510	42	STIM=9
7796130	42	RESP=2
7805936	42	STIM=d
7809554	42	RESP=1
7820971	42	STIM=0
7826577	42	RESP=2
7839436	42	STIM=v
7849831	42	RESP=1
7855692	42	STIM=3
7862799	42	RESP=1
7873971	42	STIM=7
7879922	42	RESP=2
7890611	42	STIM=e
7894122	42	RESP=1
7908430	42	STIM=j
7914270	42	RESP=1
7924033	42	STIM=w
7928193	42	RESP=1
7941456	42	STIM=l
7947845	42	RESP=1
7957508	42	STIM=n
7968644	42	RESP=1
7975529	42	STIM=q
7980671	42	RESP=1
7992719	42	STIM=w
7997334	42	RESP=1
8008309	42	STIM=l
8014240	42	RESP=1
8025387	42	STIM=s
8029560	42	RESP=1
8042225	42	STIM=r
8046797	42	RESP=1
8060571	42	STIM=g
8065840	42	RESP=1
8076487	42	STIM=i
8080348	42	RESP=1
8095044	42	STIM=8
8101194	42	RESP=2
8113160	42	STIM=v
8117374	42	RESP=1
8129045	42	STIM=m
8137902	42	RESP=1
8144592	42	STIM=d
8148708	42	RESP=1
8161535	42	STIM=y
8171331	42	RESP=1
8176621	42	STIM=w
8186906	42	RESP=1
8193569	42	STIM=p
8204225	42	RESP=2
8212074	42	STIM=j
8219261	42	RESP=1
8228143	42	STIM=l
8231732	42	RESP=1
8247027	42	STIM=p
8258732	42	RESP=1
8263843	42	STIM=x
8272336	42	RESP=1
8281228	42	STIM=k
8285373	42	RESP=2
8299761	42	STIM=j
8303706	42	RESP=1
8316824	42	STIM=o
8322873	42	RESP=1
8334705	42	STIM=u
8338467	42	RESP=1
8351026	42	STIM=8
8356614	42	RESP=1
8368421	42	STIM=q
8374656	42	RESP=1
8386615	42	STIM=u
8396934	42	RESP=1
8403966	42	STIM=3
8412926	42	RESP=2
8422491	42	STIM=t
8428487	42	RESP=1
8441433	42	STIM=l
8450095	42	RESP=1
8459095	42	STIM=i
8462765	42	RESP=1
8477665	42	STIM=q
8488319	42	RESP=1
8496107	42	STIM=w
8503032	42	RESP=1
8512261	42	STIM=2
8518234	42	RESP=1
8530699	42	STIM=l
8533662	42	RESP=1
8545954	42	STIM=k
8549664	42	RESP=1
8562857	42	STIM=7
8567393	42	RESP=1
8578578	42	STIM=6
8583292	42	RESP=2
8595288	42	STIM=c
8604511	42	RESP=1
8612506	42	STIM=p
8617864	42	RESP=1
8628975	42	STIM=1
8635949	42	RESP=1
8647040	42	STIM=u
8654416	42	RESP=1
8662817	42	STIM=g
8668542	42	RESP=1
8680279	42	STIM=k
8684961	42	RESP=1
8697446	42	STIM=d
8700278	42	RESP=1
8712540	42	STIM=k
8716724	42	RESP=1
8729438	42	STIM=d
8737708	42	RESP=1
8746662	42	STIM=2
8751857	42	RESP=2
8765277	42	STIM=f
8771552	42	RESP=1
8783350	42	STIM=e
8788602	42	RESP=1
8798639	42	STIM=0
8805227	42	RESP=2
8815111	42	STIM=2
8822659	42	RESP=2
8830809	42	STIM=e
8836475	42	RESP=1
8847459	42	STIM=m
8853053	42	RESP=1
8865401	42	STIM=v
8868765	42	RESP=1
8882122	42	STIM=d
8888780	42	RESP=1
8901111	42	STIM=o
8908884	42	RESP=1
8916298	42	STIM=t
8922535	42	RESP=1
8935013	42	STIM=8
8941375	42	RESP=2
8952610	42	STIM=t
8958308	42	RESP=2
8971439	42	STIM=x
8980026	42	RESP=1
8988092	42	STIM=c
8995538	42	RESP=1
9003147	42	STIM=t
9011924	42	RESP=1
9019352	42	STIM=1
9027167	42	RESP=1
9035116	42	STIM=t
9041804	42	RESP=1
9052956	42	STIM=p
9056468	42	RESP=1
9070532	42	STIM=r
9074474	42	RESP=1
9087723	42	STIM=8
9095380	42	RESP=1
9105435	42	STIM=j
9110351	42	RESP=1
9123743	42	STIM=r
9128410	42	RESP=1
9142343	42	STIM=y
9148904	42	RESP=1
9161034	42	STIM=x
9166232	42	RESP=1
9179864	42	STIM=i
9186144	42	RESP=1
9198656	42	STIM=2
9203686	42	RESP=2
9215793	42	STIM=d
9224849	42	RESP=2
9232100	42	STIM=f
9237101	42	RESP=1
9248872	42	STIM=1
9256423	42	RESP=2
9266335	42	STIM=q
9271267	42	RESP=1
9281809	42	STIM=b
9287792	42	RESP=1
9299126	42	STIM=y
9306278	42	RESP=2
9314667	42	STIM=r
9319699	42	RESP=2
9331654	42	STIM=n
9336172	42	RESP=1
9349307	42	STIM=m
9356479	42	RESP=1
9367460	42	STIM=b
9372196	42	RESP=1
9386006	42	STIM=j
9391160	42	RESP=1
9404061	42	STIM=1
9408840	42	RESP=2
9421737	42	STIM=e
9428399	42	RESP=1
9436830	42	STIM=y
9441910	42	RESP=1
9452312	42	STIM=6
9458039	42	RESP=2
9469775	42	STIM=v
9473564	42	RESP=1
9487279	42	STIM=o
9494131	42	RESP=1
9503830	42	STIM=m
9507769	42	RESP=1
9519004	42	STIM=a
9523749	42	RESP=1
9536525	42	STIM=s
9541930	42	RESP=1
9552039	42	STIM=c
9556148	42	RESP=1
9567725	42	STIM=1
9573776	42	RESP=2
9582962	42	STIM=g
9588103	42	RESP=1
9600807	42	STIM=8
9605081	42	RESP=2
9616429	42	STIM=f
9621042	42	RESP=1
9632909	42	STIM=j
9637304	42	RESP=1
9649156	42	STIM=p
9655340	42	RESP=1
9665818	42	STIM=p
9670041	42	RESP=1
9680975	42	STIM=x
9689015	42	RESP=1
9699823	42	STIM=a
9704152	42	RESP=1
9715004	42	STIM=a
9723357	42	RESP=1
9732401	42	STIM=l
9739809	42	RESP=1
9750845	42	STIM=p
9756126	42	RESP=1
9768632	42	STIM=e
9772703	42	RESP=1
9784400	42	STIM=p
9789876	42	RESP=1
9802424	42	STIM=k
9811741	42	RESP=1
9817573	42	STIM=r
9821317	42	RESP=1
9835419	42	STIM=j
9838618	42	RESP=1
9854013	42	STIM=0
9859638	42	RESP=2
9872845	42	STIM=r
9879178	42	RESP=1
9888983	42	STIM=i
9893085	42	RESP=1
9905919	42	STIM=o
9911286	42	RESP=1
9923645	42	STIM=x
9937576	42	RESP=1
9941047	42	STIM=b
9946602	42	RESP=1
